20250914 225700;6648.25;6648.25;6647.75;6648;48
20250914 225800;6647.75;6648.25;6647.75;6648;37
20250914 225900;6648;6648.25;6647.75;6648;67
20250914 230000;6648.25;6648.5;6648;6648;17
20250914 230100;6648;6649;6648;6648.75;99
20250914 230200;6648.75;6648.75;6648.5;6648.5;31
20250914 230300;6648.5;6648.5;6648.25;6648.25;15
20250914 230400;6648;6648.5;6648;6648.25;17
20250914 230500;6648.25;6648.5;6648;6648.25;30
20250914 230600;6648.25;6648.25;6648;6648;15
20250914 230700;6648.5;6648.5;6647.5;6647.5;54
20250914 230800;6647.25;6647.5;6647.25;6647.5;19
20250914 230900;6647.5;6647.75;6647.25;6647.25;29
20250914 231000;6647.25;6647.5;6647;6647;58
20250914 231100;6647.25;6647.5;6647;6647.5;24
20250914 231200;6647.25;6647.5;6647.25;6647.5;8
20250914 231300;6647.5;6647.5;6646.75;6647;56
20250914 231400;6647;6647.25;6647;6647.25;18
20250914 231500;6647;6647.5;6647;6647.5;17
20250914 231600;6647.5;6648;6647.5;6648;18
20250914 231700;6647.75;6647.75;6647.75;6647.75;7
20250914 231800;6647.5;6647.75;6647.5;6647.5;5
20250914 231900;6647.25;6647.5;6647.25;6647.5;13
20250914 232000;6647.5;6647.5;6647.25;6647.25;39
20250914 232100;6647.25;6647.25;6647;6647;32
20250914 232200;6647;6647.25;6647;6647;27
20250914 232300;6647;6647;6646.75;6646.75;29
20250914 232400;6646.75;6647.25;6646.75;6647;21
20250914 232500;6647;6647;6646.75;6646.75;45
20250914 232600;6646.75;6646.75;6646;6646.5;146
20250914 232700;6646.5;6646.75;6646.25;6646.5;91
20250914 232800;6646.25;6646.5;6645.75;6646;92
20250914 232900;6646.25;6646.25;6645.75;6646;34
20250914 233000;6646;6646.25;6645.25;6645.5;131
20250914 233100;6645.5;6646;6645.25;6645.5;104
20250914 233200;6645.5;6645.5;6644.5;6644.5;63
20250914 233300;6644.5;6645.5;6644.25;6644.5;139
20250914 233400;6644.5;6644.75;6644;6644;40
20250914 233500;6644;6644.25;6643.75;6643.75;138
20250914 233600;6643.75;6644;6643.5;6643.5;63
20250914 233700;6643.5;6644;6643.5;6643.5;19
20250914 233800;6643.75;6644;6643.75;6644;13
20250914 233900;6643.75;6643.75;6643.25;6643.25;25
20250914 234000;6643.25;6644.5;6643.25;6644.5;152
20250914 234100;6644.5;6644.75;6644.25;6644.25;87
20250914 234200;6644.25;6644.5;6643.5;6644;55
20250914 234300;6643.5;6643.75;6643.5;6643.5;50
20250914 234400;6643.5;6644.5;6643.5;6644;55
20250914 234500;6644.25;6645;6644.25;6644.75;78
20250914 234600;6645;6645.25;6644.75;6644.75;83
20250914 234700;6644.5;6645;6644;6644.25;66
20250914 234800;6644.5;6644.5;6643.75;6644.5;105
20250914 234900;6644.75;6645;6644.75;6644.75;41
20250914 235000;6645;6645.25;6644.75;6645.25;28
20250914 235100;6645;6645.25;6644.75;6645;54
20250914 235200;6645;6645.25;6644.75;6644.75;55
20250914 235300;6644.75;6645.25;6644.75;6645;108
20250914 235400;6645.25;6645.25;6644.75;6644.75;48
20250914 235500;6644.75;6645;6644.5;6644.5;42
20250914 235600;6644.25;6644.25;6643.5;6644;99
20250914 235700;6644;6644.5;6644;6644.5;26
20250914 235800;6644.5;6645;6644.5;6644.75;27
20250914 235900;6645;6645.5;6645;6645.25;48
20250915 000000;6645.25;6645.25;6644.75;6645;34
20250915 000100;6645;6645.5;6645;6645.25;179
20250915 000200;6645;6645;6644.25;6644.75;62
20250915 000300;6644.5;6645;6644.5;6645;101
20250915 000400;6645;6645.25;6644.5;6644.5;75
20250915 000500;6644.75;6644.75;6643.5;6644;97
20250915 000600;6644;6644.5;6643.75;6644.25;57
20250915 000700;6644.25;6644.25;6643;6643;132
20250915 000800;6643.25;6643.5;6643;6643;172
20250915 000900;6643;6643.5;6642.75;6643.5;87
20250915 001000;6643.75;6644.5;6643.75;6644.5;50
20250915 001100;6644.75;6645;6644.25;6644.75;136
20250915 001200;6644.5;6644.5;6644.25;6644.5;157
20250915 001300;6644.5;6645.25;6644.25;6645;131
20250915 001400;6645;6645;6644;6644.5;120
20250915 001500;6644.5;6645.25;6644.25;6645;64
20250915 001600;6645;6645;6643;6643;291
20250915 001700;6643.25;6643.25;6641.5;6642.5;450
20250915 001800;6642.25;6643.75;6642.25;6643.75;198
20250915 001900;6643.75;6644.5;6643.5;6644;36
20250915 002000;6644;6644.25;6644;6644.25;24
20250915 002100;6644.25;6644.25;6643.5;6643.75;98
20250915 002200;6643.5;6643.5;6643;6643;27
20250915 002300;6643;6643.5;6643;6643.5;45
20250915 002400;6643.25;6643.5;6643.25;6643.25;27
20250915 002500;6643.25;6643.25;6642.75;6642.75;70
20250915 002600;6642.75;6643.25;6642.75;6643.25;45
20250915 002700;6643.25;6643.25;6642.75;6642.75;35
20250915 002800;6643;6643;6642.25;6642.25;205
20250915 002900;6642.25;6642.5;6642;6642;86
20250915 003000;6641.75;6642.25;6641.75;6642;60
20250915 003100;6642;6642.25;6642;6642.25;99
20250915 003200;6642.5;6643.25;6642.25;6643.25;128
20250915 003300;6643.25;6643.75;6643;6643.5;58
20250915 003400;6643.5;6643.75;6643.25;6643.75;20
20250915 003500;6643.75;6644.25;6643.75;6644;85
20250915 003600;6644;6644;6643.25;6643.75;129
20250915 003700;6643.75;6644;6643.5;6643.5;33
20250915 003800;6643.25;6643.25;6642.5;6642.75;76
20250915 003900;6643;6643.25;6643;6643.25;53
20250915 004000;6643.25;6643.25;6643;6643;53
20250915 004100;6642.75;6642.75;6642.5;6642.5;97
20250915 004200;6642.5;6642.5;6642;6642;53
20250915 004300;6642;6642.5;6642;6642.5;62
20250915 004400;6642.5;6642.5;6642.5;6642.5;5
20250915 004500;6642.75;6642.75;6642.5;6642.75;16
20250915 004600;6643;6643;6642.5;6642.5;50
20250915 004700;6642.75;6643.5;6642.75;6643.5;23
20250915 004800;6643.5;6643.75;6643.5;6643.5;47
20250915 004900;6643.75;6644;6643.5;6644;92
20250915 005000;6643.75;6644.25;6643.75;6644;28
20250915 005100;6644;6644.75;6643.75;6644.5;49
20250915 005200;6644.25;6644.25;6643;6643.25;39
20250915 005300;6643.5;6644.25;6643.25;6643.75;128
20250915 005400;6644.25;6645.25;6644.25;6645;49
20250915 005500;6644.75;6645.25;6644.75;6644.75;63
20250915 005600;6645;6645.5;6644.75;6645.25;67
20250915 005700;6645.5;6646;6645.5;6645.75;84
20250915 005800;6645.75;6646;6645.5;6645.5;38
20250915 005900;6645.5;6645.5;6645.25;6645.25;40
20250915 010000;6645.25;6645.75;6645;6645;188
20250915 010100;6645;6645.75;6645;6645.25;48
20250915 010200;6645.5;6645.75;6645;6645;66
20250915 010300;6645.25;6645.5;6645.25;6645.5;81
20250915 010400;6645.25;6645.5;6645;6645.5;52
20250915 010500;6645.75;6646;6644.75;6645;98
20250915 010600;6645;6645.25;6645;6645.25;20
20250915 010700;6645.5;6646.25;6645.5;6646;56
20250915 010800;6646.25;6646.5;6645.75;6645.75;50
20250915 010900;6646;6646.5;6646;6646;16
20250915 011000;6645.75;6646.25;6645.75;6646.25;38
20250915 011100;6646.25;6646.5;6645.5;6645.75;59
20250915 011200;6646;6646.25;6646;6646.25;5
20250915 011300;6645.75;6645.75;6645.75;6645.75;7
20250915 011400;6645.5;6645.75;6645.25;6645.25;26
20250915 011500;6645.25;6645.75;6645.25;6645.25;33
20250915 011600;6645.5;6646;6645.25;6646;65
20250915 011700;6646;6646;6645.5;6645.5;37
20250915 011800;6645.5;6645.5;6645;6645.25;44
20250915 011900;6645.25;6645.75;6645.25;6645.75;33
20250915 012000;6645.75;6646;6645.5;6645.5;23
20250915 012100;6645.75;6645.75;6645.5;6645.75;41
20250915 012200;6645.75;6645.75;6645.25;6645.25;19
20250915 012300;6645.5;6645.5;6645;6645.5;30
20250915 012400;6645.75;6646.25;6645.75;6646;24
20250915 012500;6646;6646.5;6645.75;6646.25;20
20250915 012600;6646.25;6646.5;6646.25;6646.25;48
20250915 012700;6646.25;6646.25;6645.75;6645.75;21
20250915 012800;6646;6646;6645.5;6646;17
20250915 012900;6646;6646.5;6645.75;6646.25;25
20250915 013000;6646.5;6646.5;6646;6646.5;22
20250915 013100;6646.75;6646.75;6646.25;6646.25;87
20250915 013200;6646.25;6646.5;6646;6646.25;52
20250915 013300;6646.25;6646.25;6645.75;6646;74
20250915 013400;6646;6646.25;6645.75;6646.25;25
20250915 013500;6646;6646.25;6646;6646.25;3
20250915 013600;6646.25;6647;6646.25;6646.75;51
20250915 013700;6646.5;6646.5;6646.25;6646.5;40
20250915 013800;6646.75;6647;6646.5;6646.75;60
20250915 013900;6647.25;6647.5;6646.75;6647;72
20250915 014000;6647.25;6647.25;6646.75;6647;39
20250915 014100;6646.75;6647;6646.5;6647;18
20250915 014200;6646.75;6646.75;6646.25;6646.25;14
20250915 014300;6647;6647.25;6646.5;6646.5;98
20250915 014400;6646.75;6646.75;6646.25;6646.5;15
20250915 014500;6646.75;6646.75;6646.25;6646.5;26
20250915 014600;6647;6647.25;6646.75;6647.25;18
20250915 014700;6647;6647.25;6647;6647;22
20250915 014800;6647;6647.5;6647;6647.25;16
20250915 014900;6647.25;6647.5;6647.25;6647.25;29
20250915 015000;6647.5;6648;6647.25;6647.5;96
20250915 015100;6647.5;6647.5;6647;6647;33
20250915 015200;6647.25;6647.5;6647.25;6647.5;26
20250915 015300;6647.25;6647.25;6647;6647.25;27
20250915 015400;6647;6647.5;6647;6647.5;22
20250915 015500;6647.5;6647.5;6647.25;6647.25;36
20250915 015600;6647.5;6648;6647.25;6648;51
20250915 015700;6647.75;6648;6647.5;6647.75;108
20250915 015800;6647.75;6647.75;6647.5;6647.5;12
20250915 015900;6647.25;6647.5;6647.25;6647.5;9
20250915 020000;6647.25;6647.5;6647.25;6647.25;24
20250915 020100;6647.25;6647.25;6646.75;6646.75;28
20250915 020200;6646.5;6646.75;6646;6646.5;103
20250915 020300;6646.25;6647.25;6646.25;6647.25;50
20250915 020400;6647;6647.5;6647;6647.25;16
20250915 020500;6647.5;6647.5;6647.25;6647.5;11
20250915 020600;6647.5;6648.25;6647.5;6648.25;41
20250915 020700;6648.25;6648.25;6647.75;6648.25;46
20250915 020800;6647.75;6648.25;6647.75;6648.25;52
20250915 020900;6648.25;6648.25;6648;6648;22
20250915 021000;6647.75;6648.25;6647.75;6648.25;20
20250915 021100;6648;6648.25;6648;6648.25;28
20250915 021200;6648.25;6648.25;6648;6648.25;36
20250915 021300;6648.5;6648.5;6648;6648.25;23
20250915 021400;6648.5;6648.5;6648.25;6648.25;88
20250915 021500;6648.25;6648.25;6647.75;6647.75;22
20250915 021600;6647.75;6647.75;6647.25;6647.75;29
20250915 021700;6647.5;6648;6647.5;6647.75;43
20250915 021800;6647.5;6647.75;6647.5;6647.5;11
20250915 021900;6647.5;6648.25;6647.5;6648.25;11
20250915 022000;6648.25;6648.75;6648.25;6648.75;28
20250915 022100;6648.25;6648.25;6647.75;6647.75;23
20250915 022200;6647.75;6647.75;6647.5;6647.5;10
20250915 022300;6647.5;6647.75;6647;6647.5;42
20250915 022400;6647.5;6647.75;6647.5;6647.75;17
20250915 022500;6648;6648;6648;6648;1
20250915 022600;6648;6648.25;6647.75;6648;17
20250915 022700;6648;6648;6647.25;6647.25;17
20250915 022800;6647.25;6647.5;6647.25;6647.5;7
20250915 022900;6647.5;6648.25;6647.5;6648;28
20250915 023000;6647.75;6648.25;6647.5;6648.25;113
20250915 023100;6648.25;6648.25;6647.75;6647.75;12
20250915 023200;6648.25;6648.25;6648.25;6648.25;3
20250915 023300;6648.5;6648.5;6648.25;6648.25;9
20250915 023400;6648.25;6648.25;6648.25;6648.25;35
20250915 023500;6648.25;6648.25;6647.75;6648;36
20250915 023600;6648;6648;6647.75;6647.75;15
20250915 023700;6647.5;6648;6647.5;6647.75;8
20250915 023800;6647.75;6648;6647.75;6647.75;18
20250915 023900;6647.75;6648;6647.75;6647.75;15
20250915 024000;6647.75;6647.75;6647.5;6647.5;24
20250915 024100;6647.5;6648;6647.5;6647.5;11
20250915 024200;6647.75;6647.75;6647.25;6647.5;9
20250915 024300;6647.5;6647.75;6647.5;6647.75;10
20250915 024400;6648;6648;6648;6648;16
20250915 024500;6648.25;6648.5;6648.25;6648.5;54
20250915 024600;6648.5;6648.75;6648.25;6648.25;67
20250915 024700;6648.25;6648.25;6648.25;6648.25;14
20250915 024800;6648.25;6648.5;6648.25;6648.5;78
20250915 024900;6648.25;6648.5;6648;6648.25;153
20250915 025000;6648.25;6648.5;6648.25;6648.5;9
20250915 025100;6648.25;6648.5;6648.25;6648.5;24
20250915 025200;6648.5;6648.5;6648;6648.25;20
20250915 025300;6648.25;6649;6648.25;6648.5;36
20250915 025400;6648.75;6648.75;6648.5;6648.5;16
20250915 025500;6648.25;6648.5;6648.25;6648.5;19
20250915 025600;6648.5;6648.5;6648.25;6648.25;16
20250915 025700;6648.25;6648.25;6648.25;6648.25;46
20250915 025800;6648;6648;6647.75;6647.75;31
20250915 025900;6648;6648.75;6648;6648.75;30
20250915 030000;6648.75;6649;6648.5;6648.75;36
20250915 030100;6648.75;6648.75;6648.5;6648.5;12
20250915 030200;6648.5;6648.75;6648.5;6648.5;24
20250915 030300;6648.75;6649;6648.5;6648.5;48
20250915 030400;6648.75;6649.5;6648.75;6649;61
20250915 030500;6649;6649;6649;6649;10
20250915 030600;6649.25;6649.25;6649;6649;19
20250915 030700;6649;6649.25;6649;6649;27
20250915 030800;6649.25;6649.5;6649;6649.5;13
20250915 030900;6649.5;6650;6649.25;6649.75;73
20250915 031000;6649.75;6649.75;6649.5;6649.5;64
20250915 031100;6649.5;6649.5;6648.75;6649.25;64
20250915 031200;6649;6649.25;6648.75;6648.75;38
20250915 031300;6649;6649;6648.5;6648.5;45
20250915 031400;6648.5;6649;6648.5;6649;57
20250915 031500;6648.75;6649.5;6648.75;6649.5;157
20250915 031600;6649.5;6649.5;6649;6649.25;75
20250915 031700;6649.5;6650;6649.25;6650;50
20250915 031800;6650;6650.5;6649.75;6650.25;108
20250915 031900;6650;6650;6649;6649;69
20250915 032000;6649;6649.5;6649;6649.5;53
20250915 032100;6649.5;6649.5;6649.5;6649.5;17
20250915 032200;6649.5;6649.75;6649.5;6649.75;22
20250915 032300;6649.75;6650.25;6649.75;6650;19
20250915 032400;6650;6650.5;6650;6650.5;53
20250915 032500;6650.25;6650.25;6649.75;6649.75;34
20250915 032600;6650;6650.25;6649.25;6649.5;19
20250915 032700;6649.75;6650;6649.25;6649.25;19
20250915 032800;6649.5;6649.75;6649.25;6649.25;5
20250915 032900;6649.25;6649.5;6649;6649;31
20250915 033000;6649.25;6649.25;6648.5;6649;37
20250915 033100;6648.75;6649;6648.25;6648.5;68
20250915 033200;6648.25;6648.5;6648;6648.5;30
20250915 033300;6648.25;6648.25;6648;6648;60
20250915 033400;6648.25;6648.25;6648.25;6648.25;20
20250915 033500;6648.25;6648.75;6648.25;6648.5;34
20250915 033600;6648.25;6648.5;6648.25;6648.25;35
20250915 033700;6648.25;6648.25;6648;6648.25;8
20250915 033800;6648.25;6648.75;6648.25;6648.5;10
20250915 033900;6648.75;6648.75;6648.75;6648.75;17
20250915 034000;6648.75;6648.75;6648.5;6648.5;52
20250915 034100;6648.75;6649.25;6648.75;6649.25;33
20250915 034200;6649;6649.25;6649;6649.25;2
20250915 034300;6649.25;6649.75;6649.25;6649.75;94
20250915 034400;6649.75;6649.75;6649.5;6649.75;10
20250915 034500;6649.75;6649.75;6649.5;6649.5;5
20250915 034600;6649.75;6650.25;6649.75;6650;66
20250915 034700;6650;6650;6649.75;6650;61
20250915 034800;6650;6650;6650;6650;27
20250915 034900;6649.75;6649.75;6649.5;6649.5;45
20250915 035000;6649.5;6649.5;6649.25;6649.5;17
20250915 035100;6649.25;6649.5;6649.25;6649.5;35
20250915 035200;6649.5;6649.75;6649.5;6649.75;16
20250915 035300;6649.75;6649.75;6649.75;6649.75;1
20250915 035400;6649.75;6649.75;6649.5;6649.75;14
20250915 035500;6649.75;6649.75;6649.75;6649.75;3
20250915 035600;6649.5;6649.5;6649.25;6649.25;38
20250915 035700;6649.5;6649.5;6649.25;6649.25;13
20250915 035800;6649;6649.25;6648.75;6648.75;28
20250915 035900;6649;6649;6648.75;6648.75;3
20250915 040000;6648.75;6648.75;6648.5;6648.75;47
20250915 040100;6648.75;6648.75;6648.75;6648.75;22
20250915 040200;6648.75;6648.75;6648.75;6648.75;18
20250915 040300;6649;6649;6648.75;6648.75;11
20250915 040400;6648.75;6649;6648.75;6649;20
20250915 040500;6649;6649;6649;6649;9
20250915 040600;6649;6649.25;6649;6649.25;13
20250915 040700;6649;6649;6649;6649;12
20250915 040800;6649;6649.25;6648.75;6649;30
20250915 040900;6649.25;6649.25;6649.25;6649.25;33
20250915 041000;6649.5;6650;6649.5;6649.75;48
20250915 041100;6649.75;6649.75;6648.75;6648.75;52
20250915 041200;6649;6649.25;6648.75;6649;58
20250915 041300;6649;6649.25;6649;6649.25;2
20250915 041400;6649.25;6649.25;6649;6649.25;21
20250915 041500;6649.25;6649.25;6649;6649;7
20250915 041600;6649.25;6649.25;6648.75;6649;33
20250915 041800;6649.25;6649.5;6649.25;6649.5;16
20250915 041900;6649.25;6649.5;6649.25;6649.5;13
20250915 042000;6649.5;6649.5;6649.5;6649.5;1
20250915 042100;6649.75;6650;6649.75;6649.75;55
20250915 042200;6650;6650;6650;6650;5
20250915 042300;6650;6650.25;6650;6650;4
20250915 042400;6650.25;6650.5;6650.25;6650.25;71
20250915 042500;6650.5;6650.5;6650.25;6650.25;16
20250915 042600;6650.25;6650.25;6649.75;6649.75;32
20250915 042700;6649.75;6649.75;6649.75;6649.75;7
20250915 042800;6650;6650;6650;6650;2
20250915 042900;6650.25;6650.5;6650.25;6650.5;31
20250915 043000;6650.25;6650.25;6650;6650;22
20250915 043100;6650;6650.25;6650;6650;8
20250915 043200;6650.25;6650.25;6650;6650;2
20250915 043300;6650;6650;6650;6650;1
20250915 043400;6650.25;6650.5;6650.25;6650.5;65
20250915 043500;6650.5;6650.75;6650.5;6650.5;43
20250915 043600;6650.5;6650.5;6650.25;6650.5;19
20250915 043700;6650.5;6650.75;6650.25;6650.25;35
20250915 043800;6650.5;6650.5;6650.25;6650.25;21
20250915 043900;6650;6650;6650;6650;6
20250915 044000;6650;6650.25;6650;6650;10
20250915 044100;6650;6650.25;6650;6650;48
20250915 044200;6650;6650;6650;6650;15
20250915 044300;6650;6650;6649.75;6650;30
20250915 044400;6650;6650.25;6650;6650.25;10
20250915 044500;6650.25;6650.25;6650.25;6650.25;1
20250915 044600;6650.5;6650.5;6650;6650.25;37
20250915 044700;6650.25;6650.25;6650.25;6650.25;6
20250915 044800;6650;6650.25;6650;6650.25;3
20250915 044900;6650.25;6650.5;6650.25;6650.5;21
20250915 045000;6650.25;6650.5;6650;6650;15
20250915 045100;6650.25;6650.25;6650.25;6650.25;1
20250915 045200;6650;6650;6649.5;6650;34
20250915 045300;6649.75;6650;6649.75;6650;6
20250915 045400;6649.75;6650.25;6649.75;6650;27
20250915 045500;6650.25;6650.25;6650;6650;6
20250915 045600;6650.25;6650.25;6649.75;6649.75;18
20250915 045700;6650;6650;6650;6650;3
20250915 045800;6649.75;6650.25;6649.75;6650.25;5
20250915 045900;6650.25;6650.5;6650.25;6650.5;19
20250915 050000;6650.25;6650.5;6650.25;6650.5;6
20250915 050100;6650.5;6651;6650.5;6651;69
20250915 050200;6650.75;6651;6650.5;6650.5;9
20250915 050300;6650.5;6650.75;6650.5;6650.5;7
20250915 050400;6650.5;6650.5;6650;6650.25;22
20250915 050500;6650.5;6650.5;6650.25;6650.25;20
20250915 050600;6650.25;6650.5;6650.25;6650.25;19
20250915 050700;6650.25;6650.5;6650.25;6650.5;40
20250915 050800;6650.25;6650.25;6650.25;6650.25;8
20250915 050900;6650.25;6650.25;6650.25;6650.25;6
20250915 051000;6650.25;6650.5;6650.25;6650.25;12
20250915 051200;6650.5;6650.5;6650.5;6650.5;10
20250915 051300;6650.5;6650.5;6650;6650;16
20250915 051400;6650;6650;6649.75;6649.75;70
20250915 051500;6649.75;6650;6649.5;6649.75;67
20250915 051600;6650;6650;6649.75;6649.75;7
20250915 051700;6649.75;6649.75;6649.25;6649.25;40
20250915 051800;6649.5;6649.5;6649.25;6649.25;56
20250915 051900;6649;6649.25;6648.75;6649;49
20250915 052000;6649.25;6649.25;6649.25;6649.25;2
20250915 052100;6649.25;6649.5;6649;6649.25;100
20250915 052200;6649.5;6649.5;6649.25;6649.25;6
20250915 052300;6649.5;6649.5;6649.5;6649.5;54
20250915 052400;6649.5;6649.75;6649.5;6649.5;16
20250915 052500;6649.5;6649.5;6649.25;6649.5;24
20250915 052600;6649.5;6649.75;6649.5;6649.75;9
20250915 052700;6650;6650;6649.75;6650;58
20250915 052800;6649.75;6649.75;6649.75;6649.75;5
20250915 052900;6650;6650;6650;6650;7
20250915 053000;6650;6650;6649.75;6649.75;34
20250915 053100;6649.75;6649.75;6649.25;6649.5;23
20250915 053200;6649.5;6649.5;6649.5;6649.5;8
20250915 053300;6649.5;6649.5;6649.5;6649.5;7
20250915 053400;6649.75;6650;6649.75;6650;25
20250915 053500;6649.75;6650;6649.75;6650;6
20250915 053600;6650;6651;6650;6651;83
20250915 053700;6650.75;6650.75;6650.25;6650.5;48
20250915 053800;6650.25;6650.75;6650.25;6650.75;8
20250915 053900;6650.75;6650.75;6650.25;6650.25;23
20250915 054000;6650.5;6651;6650.5;6651;8
20250915 054100;6650.75;6651;6650.75;6651;70
20250915 054200;6651.25;6651.5;6650.75;6651.5;44
20250915 054300;6651.5;6651.5;6651.25;6651.5;103
20250915 054400;6651.5;6652.75;6651.5;6652.75;335
20250915 054500;6652.75;6652.75;6651.75;6652;106
20250915 054600;6652;6652.25;6651.5;6651.75;54
20250915 054700;6652;6652;6651.5;6651.75;56
20250915 054800;6652;6652.5;6652;6652.25;37
20250915 054900;6652.5;6652.5;6651.75;6651.75;88
20250915 055000;6651.5;6651.75;6651.5;6651.75;10
20250915 055100;6651.5;6652;6651.25;6651.75;52
20250915 055200;6651.75;6652;6651.75;6652;10
20250915 055300;6652.25;6652.5;6652;6652;26
20250915 055400;6652;6652.5;6652;6652;9
20250915 055500;6652;6652.25;6652;6652.25;17
20250915 055600;6652.25;6652.5;6652.25;6652.5;9
20250915 055700;6652.5;6652.5;6652.5;6652.5;16
20250915 055800;6652.25;6652.25;6652.25;6652.25;19
20250915 055900;6652.25;6652.25;6652;6652.25;95
20250915 060000;6652.5;6652.5;6652.25;6652.25;7
20250915 060100;6652.5;6653.5;6652.5;6653.25;161
20250915 060200;6653.25;6653.25;6652.75;6652.75;38
20250915 060300;6652.5;6653;6652;6653;38
20250915 060400;6653;6653.5;6653;6653.25;89
20250915 060500;6653.5;6653.5;6653.25;6653.25;42
20250915 060600;6653.25;6653.25;6652.75;6652.75;15
20250915 060700;6652.75;6653;6652.75;6653;44
20250915 060800;6653;6653;6652.5;6652.5;26
20250915 060900;6652.75;6653.25;6652.75;6653.25;34
20250915 061000;6653.75;6654.25;6653.75;6653.75;139
20250915 061100;6653.75;6654;6653.5;6653.75;117
20250915 061200;6653.75;6654.25;6653.5;6654;158
20250915 061300;6654;6654;6653.5;6653.75;66
20250915 061400;6653.5;6653.5;6653;6653;23
20250915 061500;6653.25;6653.5;6653.25;6653.25;53
20250915 061600;6653.5;6653.5;6653;6653.25;106
20250915 061700;6653.25;6653.25;6652.75;6653;63
20250915 061800;6653.25;6653.5;6653;6653;86
20250915 061900;6653;6653.25;6653;6653;52
20250915 062000;6653.25;6653.5;6653;6653.25;62
20250915 062100;6653.25;6653.25;6653;6653;36
20250915 062200;6653;6653;6652.75;6653;58
20250915 062300;6653;6653.25;6652.5;6653;76
20250915 062400;6653;6653.25;6652.75;6653;27
20250915 062500;6653;6653;6652.5;6652.75;57
20250915 062600;6653;6653;6652.25;6652.5;67
20250915 062700;6652.5;6652.5;6651.75;6652;97
20250915 062800;6652;6652.25;6652;6652.25;60
20250915 062900;6652;6652.5;6651.75;6651.75;101
20250915 063000;6651.5;6651.75;6651.5;6651.5;85
20250915 063100;6651.5;6653.25;6651;6653;189
20250915 063200;6653;6653.25;6652.5;6653;159
20250915 063300;6653;6654;6653;6654;106
20250915 063400;6653.75;6654;6653.5;6653.5;54
